,price,price,price,price
,mean,median,min,max
baths,,,,
1.0,94388.03846153847,83450.0,2500.0,450000.0
2.0,167387.05,148600.0,5000.0,1899000.0
3.0,260425.2676056338,234900.0,30000.0,750000.0
4.0,438516.12903225806,350000.0,26000.0,1085000.0
5.0,400114.21428571426,389450.0,100000.0,1050000.0
6.0,866150.0,652450.0,575000.0,1750000.0
8.0,2574500.0,2574500.0,1899000.0,3250000.0
